,Ambientes,Antigüedad,Baños,Bodegas,Camas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Estadía mínima (noches),Expensas,Huéspedes,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,price
1412,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1413,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1414,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1415,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1416,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1417,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1418,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1419,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1420,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1421,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1422,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1423,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1424,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1425,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1426,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1427,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1428,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1429,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1430,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1431,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1432,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1433,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1434,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1435,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1436,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1437,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1438,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1439,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1440,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1441,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1442,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1443,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1444,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1445,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1446,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1447,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1448,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1449,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1450,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1451,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1452,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1453,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1454,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1455,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1456,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1457,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1458,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1459,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1460,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1461,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1462,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1463,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1464,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1465,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1466,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1467,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1468,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1469,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1470,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1471,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1472,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1473,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1474,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1475,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1476,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1477,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1478,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1479,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1480,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1481,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1482,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1483,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1484,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1485,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1486,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1487,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1488,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1489,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1490,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1491,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1492,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1493,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1494,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1495,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1496,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1497,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1498,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1499,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1500,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1501,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1502,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1503,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1504,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1505,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1506,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1507,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1508,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1509,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1510,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1511,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1512,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1513,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1514,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1515,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1516,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1517,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1518,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1519,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1520,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1521,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1522,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1523,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1524,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1525,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1526,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1527,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1528,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1529,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1530,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1531,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1532,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1533,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1534,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1535,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1536,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1537,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1538,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1539,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1540,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1541,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1542,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1543,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1544,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1545,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1546,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1547,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1548,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1549,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1550,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1551,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1552,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1553,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1554,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1555,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1556,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1557,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1558,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1559,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1560,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1561,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1562,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1563,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1564,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1565,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1566,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1567,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1568,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1569,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1570,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1571,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1572,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1573,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1574,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1575,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1576,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1577,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1578,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1579,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1580,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1581,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1582,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1583,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1584,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1585,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1586,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1587,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1588,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1589,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1590,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1591,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1592,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1593,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1594,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1595,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1596,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1597,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1598,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1599,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1600,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1601,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1602,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1603,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1604,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1605,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1606,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1607,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1608,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1609,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1610,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1611,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1612,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1613,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1614,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1615,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1616,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1617,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1618,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1619,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1620,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1621,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1622,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1623,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1624,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1625,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1626,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1627,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1628,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1629,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1630,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1631,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1632,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1633,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1634,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1635,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1636,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1637,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1638,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1639,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1640,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1641,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1642,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1643,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1644,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1645,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1646,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1647,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1648,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1649,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1650,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1651,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1652,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1653,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1654,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1655,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1656,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1657,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1658,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1659,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1660,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1661,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1662,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1663,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1664,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1665,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1666,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1667,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1668,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1669,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1670,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1671,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1672,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1673,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1674,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1675,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1676,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1677,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1678,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1679,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1680,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1681,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1682,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1683,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1684,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1685,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1686,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1687,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1688,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1689,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1690,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1691,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
